date,close,volume,mentions,sentiment,ticker_sent,pct_ch,up_neu_dn
2021-05-26,242.42,19257147,342.0,249.33670000000018,39.94099999999997,0.15829709971809458,1
2021-05-27,254.33,14780491,362.0,491.6327999999994,58.164,0.049129609768171045,1
2021-05-28,221.7884,11075804,428.0,425.6155999999999,61.400100000000016,-0.1279503007903119,-1
2021-06-01,249.0,8935251,155.0,304.09380000000016,20.714199999999995,0.12269171877338936,1
2021-06-02,282.58,15337597,484.0,801.3897999999986,79.2650000000001,0.13485943775100395,1
2021-06-03,256.581,7514826,453.0,914.7783000000036,94.40970000000006,-0.09200580366621836,-1
2021-06-04,248.14,3467537,299.0,623.1384000000011,57.18749999999999,-0.03289799322631071,-1
2021-06-07,279.93,5687441,222.0,527.9742999999986,72.25680000000001,0.12811316192472,1
2021-06-08,299.99,16868396,494.0,1185.7460000000026,112.15359999999997,0.07166077233594104,1
2021-06-09,302.49,10571949,607.0,1325.0748999999978,115.81669999999998,0.008333611120370676,0
2021-06-10,220.6729,22414305,335.0,750.144999999999,43.41120000000001,-0.27047869351052933,-1
2021-06-11,233.02,14809744,287.0,700.4884999999992,68.75139999999996,0.05595204485915595,1
2021-06-14,229.43,6779145,90.0,410.9861000000002,14.7691,-0.015406402883872627,-1
2021-06-15,222.4,7060210,118.0,419.2187000000003,21.04929999999999,-0.03064115416466895,-1
2021-06-16,223.04,5223070,100.0,346.16569999999956,12.801399999999996,0.0028776978417266452,0
2021-06-17,223.96,4323789,78.0,345.4235999999992,14.4861,0.004124820659971329,0
2021-06-18,213.7,3572373,63.0,265.81690000000043,6.604300000000001,-0.04581175209858912,-1
2021-06-21,200.49,4821492,164.0,382.43360000000024,36.94969999999999,-0.06181562938699103,-1
2021-06-22,220.53,7381118,147.0,381.45389999999986,32.5225,0.09995510998054757,1
2021-06-23,218.91,3342402,158.0,383.6086999999994,23.12199999999999,-0.0073459393279825536,0
2021-06-24,212.35,3714752,135.0,413.46899999999977,14.586000000000002,-0.02996665296240464,-1
2021-06-25,209.25,5868539,145.0,440.5768999999999,33.8516,-0.014598540145985384,-1
2021-06-28,213.1,4594809,119.0,385.88960000000066,37.497699999999995,0.018399044205495763,1
